id,userId,totalGames,totalWins,averageGuesses,averageTime,bestTime,currentStreak,maxStreak,updated_at,created_at
1,boaj3cdrucdxjbeirocwa2qo,12,6,5.666666666666667,643.1666666666666,79,1,3,2026-02-18T14:48:30.000Z,2025-06-18T10:01:41.000Z
