id,message,userId,taskId,isRead,updated_at,created_at
290,"Artūrs pārvietoja projektu ""HK Viļāni Dažādi krekli"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,308,true,2025-12-12T13:10:48.000Z,2025-11-27T10:40:14.000Z
291,"Artūrs pārvietoja projektu ""Basketbola Fanu krekli Vācija"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,337,true,2025-12-12T13:10:48.000Z,2025-11-27T10:52:22.000Z
292,"Artūrs pārvietoja projektu ""Skrīveri"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,333,true,2025-12-12T13:10:48.000Z,2025-11-28T07:31:44.000Z
293,"Artūrs pārvietoja projektu ""MX - UAB Atributikos studija"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,341,true,2025-12-12T13:10:48.000Z,2025-12-01T09:22:46.000Z
294,"Kaspars pārvietoja projektu ""FK Lielvarde u9"" no ""Uz druku"" uz ""Gatavs Atdošanai""",boaj3cdrucdxjbeirocwa2qo,297,true,2026-01-15T07:21:15.000Z,2025-12-01T10:37:16.000Z
295,"Artūrs pārvietoja projektu ""Kaspars Ramza Polo"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,340,true,2025-12-12T13:10:48.000Z,2025-12-01T13:32:17.000Z
296,"Artūrs pārvietoja projektu ""Skrīveri"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,333,true,2025-12-12T13:10:48.000Z,2025-12-03T07:45:17.000Z
297,"Artūrs pārvietoja projektu ""Kaspars Ramza Polo"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,340,true,2025-12-12T13:10:48.000Z,2025-12-03T07:52:30.000Z
298,"Artūrs pārvietoja projektu ""MX - UAB Atributikos studija"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,341,true,2025-12-12T13:10:48.000Z,2025-12-03T07:52:53.000Z
299,"Artūrs pārvietoja projektu ""VK Metriņš - Papildinājums"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,336,true,2025-12-12T13:10:48.000Z,2025-12-03T07:59:02.000Z
300,"Artūrs pārvietoja projektu ""VK Blice Fanu Krekli"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,342,true,2025-12-12T13:10:48.000Z,2025-12-03T08:54:57.000Z
301,"Artūrs pārvietoja projektu ""HK Jenoti"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,344,true,2025-12-12T13:10:48.000Z,2025-12-03T10:21:10.000Z
302,"Artūrs pārvietoja projektu ""Graw Furniture Iesildīšanās"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,346,true,2025-12-12T13:10:48.000Z,2025-12-04T09:46:24.000Z
303,"Kaspars pārvietoja projektu ""Basketbola Fanu krekli Vācija"" no ""Uz druku"" uz ""Gatavs Atdošanai""",boaj3cdrucdxjbeirocwa2qo,337,true,2026-01-15T07:21:15.000Z,2025-12-05T09:14:16.000Z
304,"Artūrs pārvietoja projektu ""VK Blice Papildinājums!"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,342,true,2025-12-12T13:10:48.000Z,2025-12-05T11:48:24.000Z
305,"Artūrs pārvietoja projektu ""Senior Ladies cruisers - PĀRTAISĀM"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,345,true,2025-12-12T13:10:48.000Z,2025-12-08T09:20:04.000Z
306,"Artūrs rediģēja projektu: ""Līga Ķiģele """,joud2zyvb3wgvxlrgahougzz,347,true,2025-12-12T13:10:48.000Z,2025-12-08T09:31:42.000Z
307,"Artūrs pārvietoja projektu ""Līga Ķiģele "" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,347,true,2025-12-12T13:10:48.000Z,2025-12-08T11:44:27.000Z
308,"Artūrs pārvietoja projektu ""Senior Ladies cruisers - PĀRTAISĀM"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,345,true,2025-12-12T13:10:48.000Z,2025-12-08T11:44:28.000Z
309,"Artūrs pārvietoja projektu ""HYPEWRLD CS POLO"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,352,true,2025-12-12T13:10:48.000Z,2025-12-10T09:25:42.000Z
310,"Artūrs pārvietoja projektu ""BK Kodols"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,351,true,2025-12-12T13:10:48.000Z,2025-12-10T09:36:48.000Z
311,"Artūrs pārvietoja projektu ""Līga Ķiģele "" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,347,true,2025-12-12T13:10:48.000Z,2025-12-10T09:46:09.000Z
312,"Artūrs pārvietoja projektu ""Ādaži Darts - LABOJUMS"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,348,true,2025-12-12T13:10:48.000Z,2025-12-10T10:33:05.000Z
313,"Artūrs pārvietoja projektu ""HK AĻŅI papildinājums"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,357,true,2025-12-12T13:10:48.000Z,2025-12-10T14:10:41.000Z
314,"Artūrs pārvietoja projektu ""BK Kodols"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,351,true,2025-12-12T13:10:48.000Z,2025-12-10T14:10:43.000Z
315,"Artūrs pārvietoja projektu ""Ādaži Darts - LABOJUMS"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,348,true,2025-12-12T13:10:48.000Z,2025-12-10T14:10:45.000Z
316,"Artūrs pārvietoja projektu ""Līga Ķiģele "" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,347,true,2025-12-12T13:10:48.000Z,2025-12-10T14:10:47.000Z
317,"Artūrs pārvietoja projektu ""HYPEWRLD CS POLO"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,352,true,2025-12-12T13:10:48.000Z,2025-12-10T14:11:00.000Z
318,"Artūrs pārvietoja projektu ""HK Tukums Jakas"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,358,true,2025-12-12T13:10:48.000Z,2025-12-10T14:21:47.000Z
319,"Artūrs pārvietoja projektu ""BHK Mārupe T-krekli un Šorti"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,353,true,2025-12-12T13:10:48.000Z,2025-12-10T14:41:04.000Z
320,"Artūrs pārvietoja projektu ""VK BLice EXTRA EXTRA"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,359,true,2025-12-12T13:10:48.000Z,2025-12-10T14:52:40.000Z
321,"Artūrs rediģēja projektu: ""LATVIJA KREKLS""",joud2zyvb3wgvxlrgahougzz,356,true,2025-12-12T13:10:48.000Z,2025-12-12T08:44:57.000Z
322,"Artūrs pārvietoja projektu ""LATVIJA KREKLS"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,356,true,2025-12-12T13:10:48.000Z,2025-12-12T08:45:00.000Z
323,"Artūrs rediģēja projektu: ""VK BLice EXTRA EXTRA""",joud2zyvb3wgvxlrgahougzz,359,true,2025-12-12T13:10:48.000Z,2025-12-12T08:45:05.000Z
324,"Artūrs rediģēja projektu: ""BHK Mārupe T-krekli un Šorti""",joud2zyvb3wgvxlrgahougzz,353,true,2025-12-12T13:10:48.000Z,2025-12-12T08:45:15.000Z
325,"Artūrs rediģēja projektu: ""HK AĻŅI papildinājums""",joud2zyvb3wgvxlrgahougzz,357,true,2025-12-12T13:10:48.000Z,2025-12-12T08:45:22.000Z
326,"Artūrs rediģēja projektu: ""LV Krekla Labojums""",joud2zyvb3wgvxlrgahougzz,363,true,2025-12-12T13:10:48.000Z,2025-12-12T08:45:31.000Z
327,"Artūrs pārvietoja projektu ""LV Krekla Labojums"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,363,true,2025-12-12T13:10:48.000Z,2025-12-12T08:45:37.000Z
328,"Kaspars pārvietoja projektu ""BHK Mārupe T-krekli un Šorti"" no ""Uz druku"" uz ""Presējam""",boaj3cdrucdxjbeirocwa2qo,353,true,2026-01-15T07:21:15.000Z,2025-12-15T09:04:05.000Z
329,"Artūrs pārvietoja projektu ""BHK Mārupe T-krekli un Šorti"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,353,false,2025-12-15T09:04:37.000Z,2025-12-15T09:04:37.000Z
330,"Artūrs pārvietoja projektu ""HK AĻŅI papildinājums"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,357,false,2025-12-15T09:04:46.000Z,2025-12-15T09:04:46.000Z
331,"Artūrs pārvietoja projektu ""LATVIJA KREKLS"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,356,false,2025-12-15T09:04:52.000Z,2025-12-15T09:04:52.000Z
332,"Kaspars pārvietoja projektu ""VK Metriņš - Papildinājums"" no ""Presējam"" uz ""Gatavs Atdošanai""",boaj3cdrucdxjbeirocwa2qo,336,true,2026-01-15T07:21:15.000Z,2025-12-15T09:06:42.000Z
333,"Artūrs pārvietoja projektu ""Kaspars Ramza Polo"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,340,false,2025-12-15T12:09:21.000Z,2025-12-15T12:09:21.000Z
334,"Artūrs pārvietoja projektu ""Mazsalaca Šorti"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,306,false,2025-12-16T08:03:31.000Z,2025-12-16T08:03:31.000Z
335,"Kaspars pārvietoja projektu ""BHK Mārupe T-krekli un Šorti"" no ""Presējam"" uz ""Ikšķile""",boaj3cdrucdxjbeirocwa2qo,353,true,2026-01-15T07:21:15.000Z,2025-12-16T08:07:09.000Z
336,"Kaspars pārvietoja projektu ""LATVIJA KREKLS"" no ""Presējam"" uz ""Pie mums""",boaj3cdrucdxjbeirocwa2qo,356,true,2026-01-15T07:21:15.000Z,2025-12-16T08:07:40.000Z
337,"Kaspars pārvietoja projektu ""LV Krekla Labojums"" no ""Presējam"" uz ""Pie mums""",boaj3cdrucdxjbeirocwa2qo,363,true,2026-01-15T07:21:15.000Z,2025-12-16T08:09:39.000Z
338,"Kaspars pārvietoja projektu ""VK BLice EXTRA EXTRA"" no ""Uz druku"" uz ""Ikšķile""",boaj3cdrucdxjbeirocwa2qo,359,true,2026-01-15T07:21:15.000Z,2025-12-16T08:10:18.000Z
339,"Kaspars rediģēja projektu: ""LATVIJA KREKLS""",boaj3cdrucdxjbeirocwa2qo,356,true,2026-01-15T07:21:15.000Z,2025-12-16T08:17:53.000Z
340,"Artūrs pārvietoja projektu ""R-BLOKS"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,354,false,2025-12-17T14:12:48.000Z,2025-12-17T14:12:48.000Z
341,"Artūrs pārvietoja projektu ""Scandic Fusion papildinājums"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,367,false,2025-12-18T12:07:23.000Z,2025-12-18T12:07:23.000Z
342,"Artūrs rediģēja projektu: ""BK Vecpiebalga""",joud2zyvb3wgvxlrgahougzz,366,false,2025-12-18T12:14:40.000Z,2025-12-18T12:14:40.000Z
343,"Kaspars pārvietoja projektu ""HK AĻŅI papildinājums"" no ""Presējam"" uz ""Ikšķile""",boaj3cdrucdxjbeirocwa2qo,357,true,2026-01-15T07:21:15.000Z,2025-12-19T08:32:44.000Z
344,"Kaspars pārvietoja projektu ""HK AĻŅI papildinājums"" no ""Ikšķile"" uz ""Gatavs Atdošanai""",boaj3cdrucdxjbeirocwa2qo,357,false,2026-01-15T09:55:51.000Z,2026-01-15T09:55:51.000Z
345,"Kaspars pārvietoja projektu ""VK BLice EXTRA EXTRA"" no ""Ikšķile"" uz ""Gatavs Atdošanai""",boaj3cdrucdxjbeirocwa2qo,359,false,2026-01-15T09:55:55.000Z,2026-01-15T09:55:55.000Z
346,"Artūrs pārvietoja projektu ""HK SKrīveri krekls"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,375,false,2026-01-16T08:50:12.000Z,2026-01-16T08:50:12.000Z
347,"Artūrs pārvietoja projektu ""BK Vecpiebalga"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,366,false,2026-01-16T09:09:08.000Z,2026-01-16T09:09:08.000Z
348,"Artūrs pārvietoja projektu ""Šautriņu komanda - BAMS"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,368,false,2026-01-16T09:34:56.000Z,2026-01-16T09:34:56.000Z
349,"Artūrs pārvietoja projektu ""HK SKrīveri krekls"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,375,false,2026-01-16T09:35:01.000Z,2026-01-16T09:35:01.000Z
350,"Artūrs pārvietoja projektu ""FK Rastafari Jaunais Dizains"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,374,false,2026-01-20T10:04:37.000Z,2026-01-20T10:04:37.000Z
351,"Artūrs pārvietoja projektu ""MX - UAB Atributikos studija"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,341,false,2026-01-20T13:33:33.000Z,2026-01-20T13:33:33.000Z
352,"Artūrs pārvietoja projektu ""FK Rastafari Jaunais Dizains"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,374,false,2026-01-20T13:33:35.000Z,2026-01-20T13:33:35.000Z
353,"Artūrs pārvietoja projektu ""HK Jenoti Fanu Krekls"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,377,false,2026-01-20T13:54:49.000Z,2026-01-20T13:54:49.000Z
354,"Artūrs pārvietoja projektu ""FBK OGRE Krastiņš"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,376,false,2026-01-22T12:38:22.000Z,2026-01-22T12:38:22.000Z
355,"Artūrs pārvietoja projektu ""Šautriņu komanda - BAMS"" no ""Artūrs"" uz ""Pie mums""",joud2zyvb3wgvxlrgahougzz,368,false,2026-01-23T12:18:43.000Z,2026-01-23T12:18:43.000Z
356,"Artūrs pārvietoja projektu ""Mazsalacas šorti 2026"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,369,false,2026-01-23T12:32:10.000Z,2026-01-23T12:32:10.000Z
357,"Artūrs pārvietoja projektu ""HK Jenoti Fanu Krekls"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,377,false,2026-01-23T12:32:20.000Z,2026-01-23T12:32:20.000Z
358,"Artūrs pārvietoja projektu ""BK Vecpiebalga"" no ""Presējam"" uz ""Pie mums""",joud2zyvb3wgvxlrgahougzz,366,false,2026-01-23T14:31:59.000Z,2026-01-23T14:31:59.000Z
359,"Artūrs pārvietoja projektu ""FBK OGRE Krastiņš"" no ""Presējam"" uz ""Vladislavs""",joud2zyvb3wgvxlrgahougzz,376,false,2026-01-23T14:32:07.000Z,2026-01-23T14:32:07.000Z
360,"Artūrs pārvietoja projektu ""Jēkabpils Sporta Skola Abpusējie"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,382,false,2026-01-26T12:42:47.000Z,2026-01-26T12:42:47.000Z
361,"Artūrs pārvietoja projektu ""HK Jenoti Fanu Krekls"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,377,false,2026-01-27T08:06:44.000Z,2026-01-27T08:06:44.000Z
362,"Artūrs pārvietoja projektu ""Darja Dubajas Volejbols"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,389,false,2026-01-30T09:19:25.000Z,2026-01-30T09:19:25.000Z
363,"Artūrs pārvietoja projektu ""Rēzeknes Lapsenes"" no ""Artūrs"" uz ""Ikšķile""",joud2zyvb3wgvxlrgahougzz,371,false,2026-02-02T14:25:15.000Z,2026-02-02T14:25:15.000Z
364,"Artūrs pārvietoja projektu ""BK Pļavas"" no ""Artūrs"" uz ""Ikšķile""",joud2zyvb3wgvxlrgahougzz,384,false,2026-02-04T11:57:16.000Z,2026-02-04T11:57:16.000Z
365,"Artūrs pārvietoja projektu ""BK PRIEKUĻI SUNNY STREETBALL"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,388,false,2026-02-09T10:19:19.000Z,2026-02-09T10:19:19.000Z
366,"Artūrs pārvietoja projektu ""Ādaži Darts 03/02/2026"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,391,false,2026-02-09T12:08:40.000Z,2026-02-09T12:08:40.000Z
367,"Artūrs pārvietoja projektu ""Polo rezekne peldetaji"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,395,false,2026-02-09T14:01:54.000Z,2026-02-09T14:01:54.000Z
368,"Artūrs pārvietoja projektu ""Auseklis POLO"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,396,false,2026-02-10T10:43:59.000Z,2026-02-10T10:43:59.000Z
369,"Kaspars izveidoja jaunu projektu: ""Smiltene Basketobls""",xosfdkuu34uxwigj5aatp46y,403,false,2026-02-10T12:30:05.000Z,2026-02-10T12:30:05.000Z
370,"Artūrs pārvietoja projektu ""BK Alūksne papildinājums"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,401,false,2026-02-11T08:49:43.000Z,2026-02-11T08:49:43.000Z
371,"Kaspars izveidoja jaunu projektu: ""HK AUCE""",xosfdkuu34uxwigj5aatp46y,405,false,2026-02-13T08:40:20.000Z,2026-02-13T08:40:20.000Z
