id,message,userId,taskId,isRead,updated_at,created_at
157,"Artūrs izveidoja jaunu projektu: ""Agris""",njly65fq5kgs4odv4fqyvcst,248,false,2025-09-30T12:50:08.000Z,2025-09-30T12:50:08.000Z
158,"Artūrs pārvietoja projektu ""BK Let It Rain"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,201,true,2025-12-12T13:10:48.000Z,2025-09-30T13:52:33.000Z
159,"Toms pārvietoja projektu ""RAGS Krekli"" no ""Lielvārde"" uz ""Parādnieki""",boaj3cdrucdxjbeirocwa2qo,149,true,2026-01-15T07:21:15.000Z,2025-10-01T05:34:38.000Z
160,"Artūrs pārvietoja projektu ""VK Mazsalaca"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,254,true,2025-12-12T13:10:48.000Z,2025-10-01T08:25:05.000Z
161,"Artūrs pārvietoja projektu ""BK Let It Rain"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,201,true,2025-12-12T13:10:48.000Z,2025-10-01T08:25:07.000Z
162,"Artūrs pārvietoja projektu ""VK Tenapors"" no ""Darbs"" uz ""Artūrs""",joud2zyvb3wgvxlrgahougzz,175,true,2025-12-12T13:10:48.000Z,2025-10-01T09:42:28.000Z
163,"Artūrs pārvietoja projektu ""VK Tenapors"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,175,true,2025-12-12T13:10:48.000Z,2025-10-01T10:13:57.000Z
164,"Artūrs pārvietoja projektu ""Cruisers Warmups"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,251,true,2025-12-12T13:10:48.000Z,2025-10-01T10:47:28.000Z
165,"Artūrs pārvietoja projektu ""BK ZMB ZELONAJA MARKA"" no ""Darbs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,246,true,2025-12-12T13:10:48.000Z,2025-10-01T12:09:50.000Z
166,"Kaspars izveidoja jaunu projektu: ""Aivis Epasts Jekabpils pasutijums""",njly65fq5kgs4odv4fqyvcst,258,false,2025-10-01T12:31:55.000Z,2025-10-01T12:31:55.000Z
167,"Artūrs pārvietoja projektu ""BK Let It Rain"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,201,true,2025-12-12T13:10:48.000Z,2025-10-01T12:45:25.000Z
168,"Artūrs pārvietoja projektu ""BK Plezīrs Papildinājums"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,231,true,2025-12-12T13:10:48.000Z,2025-10-01T12:46:01.000Z
169,"Artūrs izveidoja jaunu projektu: ""Raimondam""",njly65fq5kgs4odv4fqyvcst,261,false,2025-10-02T11:10:00.000Z,2025-10-02T11:10:00.000Z
170,"Artūrs rediģēja projektu: ""BK Kodols""",joud2zyvb3wgvxlrgahougzz,207,true,2025-12-12T13:10:48.000Z,2025-10-03T08:22:29.000Z
172,"Artūrs izveidoja jaunu projektu: ""Ogres forma""",njly65fq5kgs4odv4fqyvcst,263,false,2025-10-03T11:02:55.000Z,2025-10-03T11:02:55.000Z
173,"Artūrs pārvietoja projektu ""HK TUKUMS - T-krekli un Šortiņi"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,262,true,2025-12-12T13:10:48.000Z,2025-10-03T12:23:19.000Z
174,"Artūrs pārvietoja projektu ""BK Kodols"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,207,true,2025-12-12T13:10:48.000Z,2025-10-08T07:16:45.000Z
175,"Artūrs pārvietoja projektu ""Vilani uzšuves + fanu krekls"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,266,true,2025-12-12T13:10:48.000Z,2025-10-08T13:07:13.000Z
176,"Artūrs pārvietoja projektu ""Ogres forma"" no ""Artūrs"" uz ""Darbs""",njly65fq5kgs4odv4fqyvcst,263,false,2025-10-08T13:10:34.000Z,2025-10-08T13:10:34.000Z
177,"Artūrs pārvietoja projektu ""Cruisers Warmups"" no ""Uz druku"" uz ""Gatavs Atdošanai""",joud2zyvb3wgvxlrgahougzz,251,true,2025-12-12T13:10:48.000Z,2025-10-08T14:09:49.000Z
178,"Artūrs rediģēja projektu: ""HK Kazanova""",joud2zyvb3wgvxlrgahougzz,270,true,2025-12-12T13:10:48.000Z,2025-10-10T08:08:57.000Z
179,"Artūrs pārvietoja projektu ""VK Madona Papildinājums"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,277,true,2025-12-12T13:10:48.000Z,2025-10-13T09:39:37.000Z
180,"Kaspars pārvietoja projektu ""black stork"" no ""Presējam"" uz ""Parādnieki""",boaj3cdrucdxjbeirocwa2qo,219,true,2026-01-15T07:21:15.000Z,2025-10-13T09:41:02.000Z
181,"Artūrs pārvietoja projektu ""BK Sunny"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,260,true,2025-12-12T13:10:48.000Z,2025-10-13T09:57:25.000Z
182,"Artūrs pārvietoja projektu ""APVS Volejbols"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,252,true,2025-12-12T13:10:48.000Z,2025-10-13T11:18:18.000Z
183,"Artūrs pārvietoja projektu ""FK Rastafari Lielie + Mazie"" no ""Presējam"" uz ""Gatavs Atdošanai""",joud2zyvb3wgvxlrgahougzz,227,true,2025-12-12T13:10:48.000Z,2025-10-14T09:41:24.000Z
184,"Artūrs pārvietoja projektu ""HK Viļāni Fanu Krekli"" no ""Presējam"" uz ""Pie mums""",joud2zyvb3wgvxlrgahougzz,218,true,2025-12-12T13:10:48.000Z,2025-10-14T09:42:09.000Z
185,"Artūrs pārvietoja projektu ""VK Metriņš"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,259,true,2025-12-12T13:10:48.000Z,2025-10-14T10:50:48.000Z
186,"Artūrs pārvietoja projektu ""BK Ropaži 2+1+1"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,206,true,2025-12-12T13:10:48.000Z,2025-10-14T13:14:25.000Z
187,"Artūrs pārvietoja projektu ""HK Jenoti Pasūtījums 14-10-2025"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,285,true,2025-12-12T13:10:48.000Z,2025-10-15T07:45:25.000Z
188,"Artūrs pārvietoja projektu ""BK Scandic Fusion "" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,276,true,2025-12-12T13:10:48.000Z,2025-10-15T10:47:52.000Z
189,"Artūrs pārvietoja projektu ""BK LIETUS"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,264,true,2025-12-12T13:10:48.000Z,2025-10-15T13:31:12.000Z
190,"Artūrs pārvietoja projektu ""BK Connecto"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,287,true,2025-12-12T13:10:48.000Z,2025-10-16T11:28:09.000Z
191,"Artūrs pārvietoja projektu ""BK Cruisers  - Warmupi U18 - 07 10 25"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,272,true,2025-12-12T13:10:48.000Z,2025-10-17T09:21:09.000Z
192,"Artūrs pārvietoja projektu ""BK Varieši"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,284,true,2025-12-12T13:10:48.000Z,2025-10-17T09:57:16.000Z
193,"Artūrs pārvietoja projektu ""Hypewrld Polo extra "" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,283,true,2025-12-12T13:10:48.000Z,2025-10-17T11:11:48.000Z
194,"Artūrs pārvietoja projektu ""BK Ropaži 2+1+1"" no ""Uz druku"" uz ""Vladislavs""",joud2zyvb3wgvxlrgahougzz,206,true,2025-12-12T13:10:48.000Z,2025-10-17T11:39:48.000Z
195,"Artūrs pārvietoja projektu ""CRUISERS - U18 Training tops - 13.10.2025"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,282,true,2025-12-12T13:10:48.000Z,2025-10-17T12:22:34.000Z
196,"Artūrs pārvietoja projektu ""BK Reģions"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,275,true,2025-12-12T13:10:48.000Z,2025-10-20T08:42:20.000Z
197,"Artūrs pārvietoja projektu ""Saulkrasti LBL3"" no ""Artūrs"" uz ""Vladislavs""",njly65fq5kgs4odv4fqyvcst,167,false,2025-10-20T11:37:38.000Z,2025-10-20T11:37:38.000Z
198,"Artūrs pārvietoja projektu ""Salaspils LBL2"" no ""Artūrs"" uz ""Vladislavs""",njly65fq5kgs4odv4fqyvcst,168,false,2025-10-20T11:37:41.000Z,2025-10-20T11:37:41.000Z
199,"Artūrs pārvietoja projektu ""BAD BOYS RACING UZLIMES"" no ""Artūrs"" uz ""Decallab""",joud2zyvb3wgvxlrgahougzz,288,true,2025-12-12T13:10:48.000Z,2025-10-21T09:11:10.000Z
200,"Artūrs pārvietoja projektu ""BK LIETUS"" no ""Uz druku"" uz ""Vladislavs""",joud2zyvb3wgvxlrgahougzz,264,true,2025-12-12T13:10:48.000Z,2025-10-21T12:06:52.000Z
201,"Artūrs pārvietoja projektu ""BK Scandic Fusion "" no ""Uz druku"" uz ""Vladislavs""",joud2zyvb3wgvxlrgahougzz,276,true,2025-12-12T13:10:48.000Z,2025-10-21T12:07:10.000Z
202,"Artūrs pārvietoja projektu ""BK Cruisers  - Warmupi U18 - 07 10 25"" no ""Uz druku"" uz ""Pie mums""",joud2zyvb3wgvxlrgahougzz,272,true,2025-12-12T13:10:48.000Z,2025-10-21T12:07:14.000Z
203,"Artūrs pārvietoja projektu ""BK VECPIEBALGA"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,265,true,2025-12-12T13:10:48.000Z,2025-10-23T08:23:38.000Z
204,"Artūrs pārvietoja projektu ""SKINRAVE CS"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,292,true,2025-12-12T13:10:48.000Z,2025-10-23T10:03:43.000Z
205,"Artūrs pārvietoja projektu ""DWS Vestes"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,291,true,2025-12-12T13:10:48.000Z,2025-10-23T11:15:12.000Z
206,"Artūrs pārvietoja projektu ""BK Mālpils VSK"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,278,true,2025-12-12T13:10:48.000Z,2025-10-24T12:01:36.000Z
207,"Artūrs pārvietoja projektu ""BK VECPIEBALGA"" no ""Uz druku"" uz ""Ikšķile""",joud2zyvb3wgvxlrgahougzz,265,true,2025-12-12T13:10:48.000Z,2025-10-24T13:40:22.000Z
208,"Artūrs pārvietoja projektu ""DWS Vestes"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,291,true,2025-12-12T13:10:48.000Z,2025-10-24T13:40:28.000Z
209,"Artūrs pārvietoja projektu ""SKINRAVE CS"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,292,true,2025-12-12T13:10:48.000Z,2025-10-28T07:53:51.000Z
210,"Artūrs pārvietoja projektu ""BK Barkava"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,295,true,2025-12-12T13:10:48.000Z,2025-10-28T07:54:02.000Z
211,"Artūrs pārvietoja projektu ""BK Reģions"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,275,true,2025-12-12T13:10:48.000Z,2025-10-28T08:04:57.000Z
212,"Artūrs pārvietoja projektu ""Adazi Padel Diana"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,273,true,2025-12-12T13:10:48.000Z,2025-10-28T10:08:11.000Z
213,"Artūrs pārvietoja projektu ""BK Barkava"" no ""Presējam"" uz ""Lielvārde""",joud2zyvb3wgvxlrgahougzz,295,true,2025-12-12T13:10:48.000Z,2025-10-28T10:27:19.000Z
214,"Artūrs pārvietoja projektu ""Airēšanas Express"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,299,true,2025-12-12T13:10:48.000Z,2025-10-29T09:31:11.000Z
215,"Artūrs pārvietoja projektu ""Plesirs Papildinajums"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,298,true,2025-12-12T13:10:48.000Z,2025-10-29T09:41:08.000Z
216,"Artūrs pārvietoja projektu ""POLO Auseklis"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,233,true,2025-12-12T13:10:48.000Z,2025-10-29T09:41:12.000Z
217,"Artūrs pārvietoja projektu ""BK Reģions"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,275,true,2025-12-12T13:10:48.000Z,2025-10-29T10:09:33.000Z
218,"Artūrs rediģēja projektu: ""Graw Furniture Basketball""",joud2zyvb3wgvxlrgahougzz,293,true,2025-12-12T13:10:48.000Z,2025-10-30T12:17:40.000Z
219,"Artūrs pārvietoja projektu ""Graw Furniture Basketball"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,293,true,2025-12-12T13:10:48.000Z,2025-10-30T12:17:44.000Z
220,"Artūrs rediģēja projektu: ""VK Blice""",joud2zyvb3wgvxlrgahougzz,286,true,2025-12-12T13:10:48.000Z,2025-10-30T12:39:35.000Z
221,"Artūrs rediģēja projektu: ""Maija Bildere T-krekli""",joud2zyvb3wgvxlrgahougzz,301,true,2025-12-12T13:10:48.000Z,2025-10-30T12:39:43.000Z
222,"Artūrs rediģēja projektu: ""U14 Girls Cruisers 2025 26""",joud2zyvb3wgvxlrgahougzz,303,true,2025-12-12T13:10:48.000Z,2025-10-30T12:39:49.000Z
223,"Artūrs rediģēja projektu: ""BK Connecto""",joud2zyvb3wgvxlrgahougzz,287,true,2025-12-12T13:10:48.000Z,2025-10-30T12:39:58.000Z
224,"Artūrs rediģēja projektu: ""FK Lielvarde u9""",joud2zyvb3wgvxlrgahougzz,297,true,2025-12-12T13:10:48.000Z,2025-10-30T12:40:06.000Z
225,"Artūrs rediģēja projektu: ""Tactical Angels JAUNAIS JAUNAIS""",joud2zyvb3wgvxlrgahougzz,300,true,2025-12-12T13:10:48.000Z,2025-10-30T12:40:16.000Z
226,"Artūrs rediģēja projektu: ""BK Mālpils VSK""",joud2zyvb3wgvxlrgahougzz,278,true,2025-12-12T13:10:48.000Z,2025-10-30T12:40:37.000Z
227,"Artūrs rediģēja projektu: ""Graw Furniture Basketball""",joud2zyvb3wgvxlrgahougzz,293,true,2025-12-12T13:10:48.000Z,2025-10-30T12:40:44.000Z
228,"Artūrs rediģēja projektu: ""Plesirs Papildinajums""",joud2zyvb3wgvxlrgahougzz,298,true,2025-12-12T13:10:48.000Z,2025-10-30T12:40:51.000Z
229,"Artūrs rediģēja projektu: ""POLO Auseklis""",joud2zyvb3wgvxlrgahougzz,233,true,2025-12-12T13:10:48.000Z,2025-10-30T12:41:18.000Z
230,"Artūrs rediģēja projektu: ""VK Metriņš""",joud2zyvb3wgvxlrgahougzz,259,true,2025-12-12T13:10:48.000Z,2025-10-30T12:41:46.000Z
231,"Artūrs pārvietoja projektu ""VK Blice"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,286,true,2025-12-12T13:10:48.000Z,2025-10-30T14:57:25.000Z
232,"Artūrs pārvietoja projektu ""BK Mālpils VSK"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,278,true,2025-12-12T13:10:48.000Z,2025-10-30T14:57:46.000Z
233,"Kaspars rediģēja projektu: ""FK Lielvarde u9""",boaj3cdrucdxjbeirocwa2qo,297,true,2026-01-15T07:21:15.000Z,2025-10-31T08:39:28.000Z
234,"Artūrs pārvietoja projektu ""BK Connecto"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,287,true,2025-12-12T13:10:48.000Z,2025-10-31T09:15:31.000Z
235,"Artūrs pārvietoja projektu ""VK Blice"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,286,true,2025-12-12T13:10:48.000Z,2025-11-03T08:40:54.000Z
236,"Artūrs pārvietoja projektu ""Graw Furniture Basketball"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,293,true,2025-12-12T13:10:48.000Z,2025-11-03T08:40:57.000Z
237,"Artūrs pārvietoja projektu ""Plesirs Papildinajums"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,298,true,2025-12-12T13:10:48.000Z,2025-11-03T08:41:00.000Z
238,"Artūrs pārvietoja projektu ""FK Lielvarde u9"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,297,true,2025-12-12T13:10:48.000Z,2025-11-03T15:34:35.000Z
239,"Artūrs pārvietoja projektu ""Tactical Angels JAUNAIS JAUNAIS"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,300,true,2025-12-12T13:10:48.000Z,2025-11-03T15:34:38.000Z
240,"Artūrs pārvietoja projektu ""Mazsalaca Šorti"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,306,true,2025-12-12T13:10:48.000Z,2025-11-03T15:34:41.000Z
241,"Artūrs pārvietoja projektu ""BK Scandic Fusion "" no ""Vladislavs"" uz ""Parādnieki""",joud2zyvb3wgvxlrgahougzz,276,true,2025-12-12T13:10:48.000Z,2025-11-03T15:35:49.000Z
242,"Artūrs rediģēja projektu: ""Valmieras Tehnikums Basis + Volejbols""",joud2zyvb3wgvxlrgahougzz,294,true,2025-12-12T13:10:48.000Z,2025-11-03T15:38:34.000Z
243,"Artūrs rediģēja projektu: ""Valmieras Tehnikums Basis + Volejbols""",joud2zyvb3wgvxlrgahougzz,294,true,2025-12-12T13:10:48.000Z,2025-11-03T15:39:28.000Z
244,"Kaspars pārvietoja projektu ""BK Connecto"" no ""Presējam"" uz ""Artūrs""",boaj3cdrucdxjbeirocwa2qo,287,true,2026-01-15T07:21:15.000Z,2025-11-04T12:21:59.000Z
245,"Kaspars rediģēja projektu: ""BK Connecto""",boaj3cdrucdxjbeirocwa2qo,287,true,2026-01-15T07:21:15.000Z,2025-11-04T12:22:52.000Z
246,"Toms pārvietoja projektu ""Salvis Lai līst"" no ""Presējam"" uz ""Parādnieki""",joud2zyvb3wgvxlrgahougzz,244,true,2025-12-12T13:10:48.000Z,2025-11-05T08:19:17.000Z
247,"Artūrs pārvietoja projektu ""BK Connecto"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,287,true,2025-12-12T13:10:48.000Z,2025-11-05T09:56:16.000Z
248,"Artūrs pārvietoja projektu ""Valmieras Tehnikums Basis + Volejbols"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,294,true,2025-12-12T13:10:48.000Z,2025-11-06T14:45:08.000Z
249,"Artūrs pārvietoja projektu ""Valmieras Tehnikums Basis + Volejbols"" no ""Uz druku"" uz ""Vladislavs""",joud2zyvb3wgvxlrgahougzz,294,true,2025-12-12T13:10:48.000Z,2025-11-10T11:05:18.000Z
250,"Kaspars pārvietoja projektu ""VK Metriņš"" no ""Ikšķile"" uz ""Parādnieki""",boaj3cdrucdxjbeirocwa2qo,259,true,2026-01-15T07:21:15.000Z,2025-11-10T13:06:55.000Z
251,"Kaspars pārvietoja projektu ""POLO Auseklis"" no ""Presējam"" uz ""Gatavs Atdošanai""",boaj3cdrucdxjbeirocwa2qo,233,true,2026-01-15T07:21:15.000Z,2025-11-10T13:10:18.000Z
252,"Kaspars pārvietoja projektu ""Maija Bildere T-krekli"" no ""Artūrs"" uz ""Parādnieki""",boaj3cdrucdxjbeirocwa2qo,301,true,2026-01-15T07:21:15.000Z,2025-11-10T13:27:05.000Z
253,"Kaspars rediģēja projektu: ""BK Connecto""",boaj3cdrucdxjbeirocwa2qo,287,true,2026-01-15T07:21:15.000Z,2025-11-10T14:18:00.000Z
254,"Kaspars pārvietoja projektu ""BK Connecto"" no ""Uz druku"" uz ""Artūrs""",boaj3cdrucdxjbeirocwa2qo,287,true,2026-01-15T07:21:15.000Z,2025-11-10T14:18:05.000Z
255,"Artūrs pārvietoja projektu ""U14 Girls Cruisers 2025 26"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,303,true,2025-12-12T13:10:48.000Z,2025-11-10T14:40:31.000Z
256,"Artūrs pārvietoja projektu ""Senior Ladies order 2025 - CRUISERS"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,311,true,2025-12-12T13:10:48.000Z,2025-11-10T14:40:33.000Z
257,"Artūrs pārvietoja projektu ""Līva Bērziņa"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,310,true,2025-12-12T13:10:48.000Z,2025-11-10T14:41:50.000Z
258,"Artūrs pārvietoja projektu ""BK Connecto"" no ""Artūrs"" uz ""Parādnieki""",joud2zyvb3wgvxlrgahougzz,287,true,2025-12-12T13:10:48.000Z,2025-11-10T14:44:40.000Z
259,"Kaspars rediģēja projektu: ""BK Connecto""",boaj3cdrucdxjbeirocwa2qo,287,true,2026-01-15T07:21:15.000Z,2025-11-11T08:09:38.000Z
260,"Artūrs pārvietoja projektu ""HK Viļāni Dažādi krekli"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,308,true,2025-12-12T13:10:48.000Z,2025-11-11T10:03:12.000Z
261,"Artūrs pārvietoja projektu ""BK KODOLS JAUNAIS"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,320,true,2025-12-12T13:10:48.000Z,2025-11-11T10:41:13.000Z
262,"Artūrs rediģēja projektu: ""Handbols Ludza""",joud2zyvb3wgvxlrgahougzz,216,true,2025-12-12T13:10:48.000Z,2025-11-12T10:45:00.000Z
263,"Artūrs rediģēja projektu: ""Eva babre""",joud2zyvb3wgvxlrgahougzz,302,true,2025-12-12T13:10:48.000Z,2025-11-12T10:45:08.000Z
264,"Artūrs rediģēja projektu: ""FK Bunkurs""",joud2zyvb3wgvxlrgahougzz,307,true,2025-12-12T13:10:48.000Z,2025-11-12T10:45:21.000Z
265,"Kaspars pārvietoja projektu ""VK Blice"" no ""Presējam"" uz ""Gatavs Atdošanai""",boaj3cdrucdxjbeirocwa2qo,286,true,2026-01-15T07:21:15.000Z,2025-11-12T11:39:01.000Z
266,"Artūrs pārvietoja projektu ""FK Bunkurs"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,307,true,2025-12-12T13:10:48.000Z,2025-11-12T11:51:18.000Z
267,"Kaspars rediģēja projektu: ""Handbols Ludza""",boaj3cdrucdxjbeirocwa2qo,216,true,2026-01-15T07:21:15.000Z,2025-11-12T13:24:19.000Z
268,"Kaspars rediģēja projektu: ""Handbols Ludza""",boaj3cdrucdxjbeirocwa2qo,216,true,2026-01-15T07:21:15.000Z,2025-11-12T13:32:57.000Z
269,"Artūrs pārvietoja projektu ""Handbols Ludza"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,216,true,2025-12-12T13:10:48.000Z,2025-11-13T08:39:37.000Z
270,"Kaspars rediģēja projektu: ""Volejbols EJSPORTO Rozā - Eva babre""",boaj3cdrucdxjbeirocwa2qo,302,true,2026-01-15T07:21:15.000Z,2025-11-13T11:47:45.000Z
271,"Artūrs pārvietoja projektu ""BK Salacgrīva Papildinājums"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,324,true,2025-12-12T13:10:48.000Z,2025-11-14T09:23:33.000Z
272,"Artūrs pārvietoja projektu ""BK Vecpiebalga Papildinājums"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,325,true,2025-12-12T13:10:48.000Z,2025-11-14T12:44:18.000Z
273,"Artūrs pārvietoja projektu ""Valmieras Tehnikums Basis + Volejbols"" no ""Vladislavs"" uz ""Parādnieki""",joud2zyvb3wgvxlrgahougzz,294,true,2025-12-12T13:10:48.000Z,2025-11-14T13:46:33.000Z
274,"Artūrs pārvietoja projektu ""BK Mancave Papildinājums"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,326,true,2025-12-12T13:10:48.000Z,2025-11-14T14:03:08.000Z
275,"Kaspars pārvietoja projektu ""BK Mālpils VSK"" no ""Presējam"" uz ""Gatavs Atdošanai""",boaj3cdrucdxjbeirocwa2qo,278,true,2026-01-15T07:21:15.000Z,2025-11-19T07:36:52.000Z
276,"Artūrs pārvietoja projektu ""Volejbols EJSPORTO Rozā - Eva babre"" no ""Artūrs"" uz ""Vladislavs""",joud2zyvb3wgvxlrgahougzz,302,true,2025-12-12T13:10:48.000Z,2025-11-21T13:35:17.000Z
277,"Artūrs pārvietoja projektu ""Lielvārdes Krekli"" no ""Artūrs"" uz ""Pie mums""",joud2zyvb3wgvxlrgahougzz,331,true,2025-12-12T13:10:48.000Z,2025-11-21T13:35:26.000Z
278,"Artūrs pārvietoja projektu ""FK jeno"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,327,true,2025-12-12T13:10:48.000Z,2025-11-21T13:41:00.000Z
279,"Kaspars pārvietoja projektu ""Plesirs Papildinajums"" no ""Presējam"" uz ""Parādnieki""",boaj3cdrucdxjbeirocwa2qo,298,true,2026-01-15T07:21:15.000Z,2025-11-24T11:49:09.000Z
280,"Artūrs pārvietoja projektu ""FK jeno"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,327,true,2025-12-12T13:10:48.000Z,2025-11-24T13:03:19.000Z
281,"Artūrs pārvietoja projektu ""Tactical Angels JAUNAIS JAUNAIS"" no ""Uz druku"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,300,true,2025-12-12T13:10:48.000Z,2025-11-24T13:29:45.000Z
282,"Kaspars pārvietoja projektu ""BK Mālpils VSK"" no ""Gatavs Atdošanai"" uz ""Parādnieki""",boaj3cdrucdxjbeirocwa2qo,278,true,2026-01-15T07:21:15.000Z,2025-11-25T09:19:49.000Z
283,"Kaspars izveidoja jaunu projektu: ""JUGLAS KREKLS RAIMONDS""",njly65fq5kgs4odv4fqyvcst,335,false,2025-11-25T13:08:45.000Z,2025-11-25T13:08:45.000Z
284,"Artūrs rediģēja projektu: ""Promohouse Brāķa krekls""",joud2zyvb3wgvxlrgahougzz,334,true,2025-12-12T13:10:48.000Z,2025-11-25T14:08:09.000Z
285,"Artūrs rediģēja projektu: ""VK Metriņš - Papildinājums""",joud2zyvb3wgvxlrgahougzz,336,true,2025-12-12T13:10:48.000Z,2025-11-25T17:02:56.000Z
286,"Artūrs rediģēja projektu: ""Basketbola Fanu krekli Vācija""",joud2zyvb3wgvxlrgahougzz,337,true,2025-12-12T13:10:48.000Z,2025-11-25T17:03:08.000Z
287,"Kaspars pārvietoja projektu ""Volejbols EJSPORTO Rozā - Eva babre"" no ""Vladislavs"" uz ""Pie mums""",boaj3cdrucdxjbeirocwa2qo,302,true,2026-01-15T07:21:15.000Z,2025-11-26T07:01:13.000Z
288,"Artūrs pārvietoja projektu ""Promohouse Brāķa krekls"" no ""Artūrs"" uz ""Presējam""",joud2zyvb3wgvxlrgahougzz,334,true,2025-12-12T13:10:48.000Z,2025-11-27T10:11:11.000Z
289,"Artūrs pārvietoja projektu ""VK Metriņš - Papildinājums"" no ""Artūrs"" uz ""Uz druku""",joud2zyvb3wgvxlrgahougzz,336,true,2025-12-12T13:10:48.000Z,2025-11-27T10:40:10.000Z
